month,site,site_category,visitor_type,visitor_origin,visitors
2025-02,Bu Maher,Pearling Path Sites,Individual,Foreign,2211
2025-02,Bu Maher,Pearling Path Sites,Individual,GCC,228
2025-02,Cultural Hall,Uncategorised,Individual,Bahraini,1970
2025-02,Cultural Hall,Uncategorised,Individual,Foreign,2681
2025-02,Fakhro House,Pearling Path Sites,Groups,Organized Group,36
2025-02,Fakhro House,Pearling Path Sites,Groups,Tour Agencies,137
2025-02,Fakhro House,Pearling Path Sites,Groups,VIP,38
2025-02,Fakhro House,Pearling Path Sites,Individual,Arab,109
2025-02,Fakhro House,Pearling Path Sites,Individual,Bahraini,129
2025-02,Fakhro House,Pearling Path Sites,Individual,Foreign,501
2025-02,Fakhro House,Pearling Path Sites,Individual,GCC,124
2025-02,House of Baskets,Handicraft Sites,Groups,Organized Group,259
2025-02,House of Baskets,Handicraft Sites,Groups,Tour Agencies,40
2025-02,House of Baskets,Handicraft Sites,Groups,VIP,5
2025-02,House of Baskets,Handicraft Sites,Individual,Arab,5
2025-02,House of Baskets,Handicraft Sites,Individual,Bahraini,101
2025-02,House of Baskets,Handicraft Sites,Individual,Foreign,91
2025-02,House of Baskets,Handicraft Sites,Individual,GCC,42
2025-02,Pearling Path Visitor Center,Pearling Path Sites,Educational,Private School,20
2025-02,Pearling Path Visitor Center,Pearling Path Sites,Groups,Tour Agencies,323
2025-02,Pearling Path Visitor Center,Pearling Path Sites,Groups,VIP,44
2025-02,Pearling Path Visitor Center,Pearling Path Sites,Individual,Arab,268
2025-02,Pearling Path Visitor Center,Pearling Path Sites,Individual,Bahraini,247
2025-02,Pearling Path Visitor Center,Pearling Path Sites,Individual,Foreign,1031
2025-02,Pearling Path Visitor Center,Pearling Path Sites,Individual,GCC,390
2025-02,Post Office Museum,Museums,Educational,Government School,34
2025-02,Post Office Museum,Museums,Educational,Private School,15
2025-02,Post Office Museum,Museums,Groups,Organized Group,20
2025-02,Post Office Museum,Museums,Groups,Tour Agencies,411
2025-02,Post Office Museum,Museums,Groups,VIP,1
2025-02,Post Office Museum,Museums,Individual,Arab,105
2025-02,Post Office Museum,Museums,Individual,Bahraini,901
2025-02,Post Office Museum,Museums,Individual,Foreign,597
2025-02,Post Office Museum,Museums,Individual,GCC,439
2025-02,Qalat Al Bahrain Site Museum,Museums,Educational,College or University,42
2025-02,Qalat Al Bahrain Site Museum,Museums,Educational,Government School,179
2025-02,Qalat Al Bahrain Site Museum,Museums,Educational,Institutes,243
2025-02,Qalat Al Bahrain Site Museum,Museums,Educational,Private School,320
2025-02,Qalat Al Bahrain Site Museum,Museums,Groups,Organized Group,106
2025-02,Qalat Al Bahrain Site Museum,Museums,Groups,VIP,51
2025-02,Qalat Al Bahrain Site Museum,Museums,Individual,Arab,20
2025-02,Qalat Al Bahrain Site Museum,Museums,Individual,Bahraini,132
2025-02,Qalat Al Bahrain Site Museum,Museums,Individual,Foreign,854
2025-02,Qalat Al Bahrain Site Museum,Museums,Individual,GCC,69
2025-02,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Groups,Tour Agencies,126
2025-02,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Individual,Arab,167
2025-02,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Individual,Bahraini,55
2025-02,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Individual,Foreign,409
2025-02,Siyadi Majlis,Pearling Path Sites,Groups,VIP,70
2025-02,Siyadi Majlis,Pearling Path Sites,Individual,Arab,21
2025-02,Siyadi Majlis,Pearling Path Sites,Individual,Bahraini,339
2025-02,Siyadi Majlis,Pearling Path Sites,Individual,Foreign,2817
2025-02,Siyadi Majlis,Pearling Path Sites,Individual,GCC,128
2025-02,Tree of Life Visitors Centre,Uncategorised,Educational,Private School,343
2025-02,Tree of Life Visitors Centre,Uncategorised,Groups,Tour Agencies,3037
2025-02,Tree of Life Visitors Centre,Uncategorised,Individual,Arab,839
2025-02,Tree of Life Visitors Centre,Uncategorised,Individual,Bahraini,5628
2025-02,Tree of Life Visitors Centre,Uncategorised,Individual,Foreign,8575
2025-03,Aali burial mounds,Archaeological Sites,Groups,Organized Group,16
2025-03,Aali burial mounds,Archaeological Sites,Groups,Tour Agencies,10
2025-03,Aali burial mounds,Archaeological Sites,Individual,Bahraini,4
2025-03,Aali burial mounds,Archaeological Sites,Individual,Foreign,89
2025-03,Aali burial mounds,Archaeological Sites,Individual,GCC,2
2025-03,Al Alawi House,Pearling Path Sites,Individual,Arab,5
2025-03,Al Alawi House,Pearling Path Sites,Individual,Bahraini,934
2025-03,Al Alawi House,Pearling Path Sites,Individual,Foreign,83
2025-03,Al Alawi House,Pearling Path Sites,Individual,GCC,5
2025-03,Al Ghus House,Pearling Path Sites,Groups,Organized Group,42
2025-03,Al Ghus House,Pearling Path Sites,Groups,Tour Agencies,38
2025-03,Al Ghus House,Pearling Path Sites,Groups,VIP,12
2025-03,Al Ghus House,Pearling Path Sites,Individual,Arab,1
2025-03,Al Ghus House,Pearling Path Sites,Individual,Bahraini,24
2025-03,Al Ghus House,Pearling Path Sites,Individual,Foreign,140
2025-03,Al Ghus House,Pearling Path Sites,Individual,GCC,5
2025-03,Al Jalahma House,Pearling Path Sites,Groups,Organized Group,41
2025-03,Al Jalahma House,Pearling Path Sites,Individual,Bahraini,123
2025-03,Al Jalahma House,Pearling Path Sites,Individual,Foreign,182
2025-03,Al Jalahma House,Pearling Path Sites,Individual,GCC,3
2025-03,Al Jasra Handicrafts Centre,Handicraft Sites,Groups,Tour Agencies,493
2025-03,Al Jasra Handicrafts Centre,Handicraft Sites,Groups,VIP,2
2025-03,Al Jasra Handicrafts Centre,Handicraft Sites,Individual,Bahraini,15
2025-03,Al Jasra Handicrafts Centre,Handicraft Sites,Individual,Foreign,80
2025-03,Al Jasra House,Uncategorised,Groups,Tour Agencies,179
2025-03,Al Jasra House,Uncategorised,Individual,Bahraini,10
2025-03,Al Jasra House,Uncategorised,Individual,Foreign,136
2025-03,Al Khalefeyah Library,Uncategorised,Individual,Arab,99
2025-03,Al Khalefeyah Library,Uncategorised,Individual,Bahraini,36
2025-03,Al Khalefeyah Library,Uncategorised,Individual,Foreign,181
2025-03,Al Khalefeyah Library,Uncategorised,Individual,GCC,1
2025-03,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,Bahraini,8
2025-03,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,Foreign,20
2025-03,Arad Fort,Archaeological Sites,Individual,Arab,2
2025-03,Arad Fort,Archaeological Sites,Individual,Bahraini,3
2025-03,Arad Fort,Archaeological Sites,Individual,Foreign,225
2025-03,Arad Fort,Archaeological Sites,Individual,GCC,7
2025-03,Arad Fort,Forts,Individual,Arab,2
2025-03,Arad Fort,Forts,Individual,Bahraini,3
2025-03,Arad Fort,Forts,Individual,Foreign,225
2025-03,Arad Fort,Forts,Individual,GCC,7
2025-03,Art Center,Uncategorised,Educational,Private School,26
2025-03,Art Center,Uncategorised,Individual,Bahraini,96
2025-03,Bab Al Bahrain Information Center,Uncategorised,Individual,Arab,2
2025-03,Bab Al Bahrain Information Center,Uncategorised,Individual,Bahraini,12
2025-03,Bab Al Bahrain Information Center,Uncategorised,Individual,Foreign,28
2025-03,Badr Gulum and Turabi House,Pearling Path Sites,Groups,Tour Agencies,68
2025-03,Badr Gulum and Turabi House,Pearling Path Sites,Groups,VIP,12
2025-03,Badr Gulum and Turabi House,Pearling Path Sites,Individual,Bahraini,218
2025-03,Badr Gulum and Turabi House,Pearling Path Sites,Individual,Foreign,242
2025-03,Badr Gulum and Turabi House,Pearling Path Sites,Individual,GCC,4
2025-03,Bahrain Fort Site,Archaeological Sites,Educational,College or University,72
2025-03,Bahrain Fort Site,Archaeological Sites,Educational,Government School,70
2025-03,Bahrain Fort Site,Archaeological Sites,Groups,Organized Group,1844
2025-03,Bahrain Fort Site,Archaeological Sites,Groups,Tour Agencies,13618
2025-03,Bahrain Fort Site,Archaeological Sites,Groups,VIP,568
2025-03,Bahrain Fort Site,Archaeological Sites,Individual,Arab,1495
2025-03,Bahrain Fort Site,Archaeological Sites,Individual,Bahraini,5211
2025-03,Bahrain Fort Site,Archaeological Sites,Individual,Foreign,9129
2025-03,Bahrain Fort Site,Archaeological Sites,Individual,GCC,1097
2025-03,Bahrain Fort Site,Forts,Educational,College or University,72
2025-03,Bahrain Fort Site,Forts,Educational,Government School,70
2025-03,Bahrain Fort Site,Forts,Groups,Organized Group,1844
2025-03,Bahrain Fort Site,Forts,Groups,Tour Agencies,13618
2025-03,Bahrain Fort Site,Forts,Groups,VIP,568
2025-03,Bahrain Fort Site,Forts,Individual,Arab,1495
2025-03,Bahrain Fort Site,Forts,Individual,Bahraini,5211
2025-03,Bahrain Fort Site,Forts,Individual,Foreign,9129
2025-03,Bahrain Fort Site,Forts,Individual,GCC,1097
2025-03,Bahrain National Museum,Museums,Educational,Government School,36
2025-03,Bahrain National Museum,Museums,Educational,Private School,32
2025-03,Bahrain National Museum,Museums,Groups,VIP,2
2025-03,Bahrain National Museum,Museums,Individual,Arab,169
2025-03,Bahrain National Museum,Museums,Individual,Bahraini,2041
2025-03,Bahrain National Museum,Museums,Individual,Foreign,7292
2025-03,Bahrain National Museum,Museums,Individual,GCC,1211
2025-03,Bani Jamra Textile Weaving,Handicraft Sites,Groups,Tour Agencies,11
2025-03,Bani Jamra Textile Weaving,Handicraft Sites,Individual,Bahraini,14
2025-03,Bani Jamra Textile Weaving,Handicraft Sites,Individual,Foreign,9
2025-03,Barbar Temples,Archaeological Sites,Groups,Tour Agencies,1
2025-03,Barbar Temples,Archaeological Sites,Individual,Arab,1
2025-03,Barbar Temples,Archaeological Sites,Individual,Bahraini,3
2025-03,Barbar Temples,Archaeological Sites,Individual,Foreign,6
2025-03,Bu Maher,Archaeological Sites,Groups,Organized Group,13
2025-03,Bu Maher,Archaeological Sites,Groups,Tour Agencies,334
2025-03,Bu Maher,Archaeological Sites,Groups,VIP,20
2025-03,Bu Maher,Archaeological Sites,Individual,Arab,14
2025-03,Bu Maher,Archaeological Sites,Individual,Bahraini,38
2025-03,Bu Maher,Archaeological Sites,Individual,Foreign,738
2025-03,Bu Maher,Archaeological Sites,Individual,GCC,38
2025-03,Bu Maher,Forts,Groups,Organized Group,13
2025-03,Bu Maher,Forts,Groups,Tour Agencies,334
2025-03,Bu Maher,Forts,Groups,VIP,20
2025-03,Bu Maher,Forts,Individual,Arab,14
2025-03,Bu Maher,Forts,Individual,Bahraini,38
2025-03,Bu Maher,Forts,Individual,Foreign,738
2025-03,Bu Maher,Forts,Individual,GCC,38
2025-03,Bu Maher,Pearling Path Sites,Groups,Organized Group,13
2025-03,Bu Maher,Pearling Path Sites,Groups,Tour Agencies,334
2025-03,Bu Maher,Pearling Path Sites,Groups,VIP,20
2025-03,Bu Maher,Pearling Path Sites,Individual,Arab,14
2025-03,Bu Maher,Pearling Path Sites,Individual,Bahraini,38
2025-03,Bu Maher,Pearling Path Sites,Individual,Foreign,738
2025-03,Bu Maher,Pearling Path Sites,Individual,GCC,38
2025-03,Cultural Hall,Uncategorised,Groups,Organized Group,638
2025-03,Cultural Hall,Uncategorised,Individual,Arab,53
2025-03,Cultural Hall,Uncategorised,Individual,Bahraini,1788
2025-03,Cultural Hall,Uncategorised,Individual,Foreign,425
2025-03,Cultural Hall,Uncategorised,Individual,GCC,68
2025-03,Fakhro House,Pearling Path Sites,Groups,VIP,17
2025-03,Fakhro House,Pearling Path Sites,Individual,Arab,15
2025-03,Fakhro House,Pearling Path Sites,Individual,Bahraini,314
2025-03,Fakhro House,Pearling Path Sites,Individual,Foreign,168
2025-03,Fakhro House,Pearling Path Sites,Individual,GCC,29
2025-03,House of Baskets,Handicraft Sites,Groups,Organized Group,11
2025-03,House of Baskets,Handicraft Sites,Individual,Bahraini,38
2025-03,House of Baskets,Handicraft Sites,Individual,Foreign,36
2025-03,Pearling Path Visitor Center,Pearling Path Sites,Groups,Tour Agencies,65
2025-03,Pearling Path Visitor Center,Pearling Path Sites,Groups,VIP,8
2025-03,Pearling Path Visitor Center,Pearling Path Sites,Individual,Arab,28
2025-03,Pearling Path Visitor Center,Pearling Path Sites,Individual,Bahraini,19348
2025-03,Pearling Path Visitor Center,Pearling Path Sites,Individual,Foreign,274
2025-03,Pearling Path Visitor Center,Pearling Path Sites,Individual,GCC,55
2025-03,Post Office Museum,Museums,Educational,Government School,15
2025-03,Post Office Museum,Museums,Educational,Private School,18
2025-03,Post Office Museum,Museums,Groups,Tour Agencies,302
2025-03,Post Office Museum,Museums,Individual,Arab,7
2025-03,Post Office Museum,Museums,Individual,Bahraini,42
2025-03,Post Office Museum,Museums,Individual,Foreign,234
2025-03,Post Office Museum,Museums,Individual,GCC,59
2025-03,Qalat Al Bahrain Site Museum,Museums,Educational,Government School,193
2025-03,Qalat Al Bahrain Site Museum,Museums,Individual,Arab,3
2025-03,Qalat Al Bahrain Site Museum,Museums,Individual,Bahraini,8
2025-03,Qalat Al Bahrain Site Museum,Museums,Individual,Foreign,213
2025-03,Qalat Al Bahrain Site Museum,Museums,Individual,GCC,3
2025-03,Saar Settlement,Archaeological Sites,Individual,Bahraini,26
2025-03,Saar Settlement,Archaeological Sites,Individual,Foreign,2
2025-03,Saar Settlement,Archaeological Sites,Individual,GCC,39
2025-03,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Individual,Arab,62
2025-03,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Individual,Bahraini,33
2025-03,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Individual,Foreign,207
2025-03,Siyadi Majlis,Pearling Path Sites,Educational,Kinder Garden,14
2025-03,Siyadi Majlis,Pearling Path Sites,Individual,Bahraini,423
2025-03,Siyadi Majlis,Pearling Path Sites,Individual,Foreign,2570
2025-03,Siyadi Majlis,Pearling Path Sites,Individual,GCC,10
2025-03,Tree of Life Visitors Centre,Uncategorised,Groups,Tour Agencies,2671
2025-03,Tree of Life Visitors Centre,Uncategorised,Individual,Arab,401
2025-03,Tree of Life Visitors Centre,Uncategorised,Individual,Bahraini,222
2025-03,Tree of Life Visitors Centre,Uncategorised,Individual,Foreign,5899
2025-04,Aali burial mounds,Archaeological Sites,Groups,Tour Agencies,10
2025-04,Aali burial mounds,Archaeological Sites,Individual,Bahraini,2
2025-04,Aali burial mounds,Archaeological Sites,Individual,Foreign,67
2025-04,Al Alawi House,Pearling Path Sites,Groups,Tour Agencies,32
2025-04,Al Alawi House,Pearling Path Sites,Individual,Arab,20
2025-04,Al Alawi House,Pearling Path Sites,Individual,Bahraini,18
2025-04,Al Alawi House,Pearling Path Sites,Individual,Foreign,241
2025-04,Al Alawi House,Pearling Path Sites,Individual,GCC,6
2025-04,Al Ghus House,Pearling Path Sites,Groups,Organized Group,29
2025-04,Al Ghus House,Pearling Path Sites,Groups,Tour Agencies,36
2025-04,Al Ghus House,Pearling Path Sites,Individual,Arab,2
2025-04,Al Ghus House,Pearling Path Sites,Individual,Bahraini,2
2025-04,Al Ghus House,Pearling Path Sites,Individual,Foreign,151
2025-04,Al Jalahma House,Pearling Path Sites,Groups,Organized Group,44
2025-04,Al Jalahma House,Pearling Path Sites,Groups,Tour Agencies,138
2025-04,Al Jalahma House,Pearling Path Sites,Groups,VIP,16
2025-04,Al Jalahma House,Pearling Path Sites,Individual,Bahraini,6
2025-04,Al Jalahma House,Pearling Path Sites,Individual,Foreign,591
2025-04,Al Jalahma House,Pearling Path Sites,Individual,GCC,2
2025-04,Al Jasra Handicrafts Centre,Handicraft Sites,Educational,College or University,62
2025-04,Al Jasra Handicrafts Centre,Handicraft Sites,Educational,Private School,294
2025-04,Al Jasra Handicrafts Centre,Handicraft Sites,Groups,Tour Agencies,18
2025-04,Al Jasra Handicrafts Centre,Handicraft Sites,Groups,VIP,23
2025-04,Al Jasra Handicrafts Centre,Handicraft Sites,Individual,Arab,26
2025-04,Al Jasra Handicrafts Centre,Handicraft Sites,Individual,Bahraini,115
2025-04,Al Jasra Handicrafts Centre,Handicraft Sites,Individual,Foreign,135
2025-04,Al Jasra Handicrafts Centre,Handicraft Sites,Individual,GCC,13
2025-04,Al Jasra House,Uncategorised,Educational,Private School,23
2025-04,Al Jasra House,Uncategorised,Groups,VIP,165
2025-04,Al Jasra House,Uncategorised,Individual,Arab,23
2025-04,Al Jasra House,Uncategorised,Individual,Bahraini,20
2025-04,Al Jasra House,Uncategorised,Individual,Foreign,88
2025-04,Al Khalefeyah Library,Uncategorised,Individual,Arab,211
2025-04,Al Khalefeyah Library,Uncategorised,Individual,Bahraini,166
2025-04,Al Khalefeyah Library,Uncategorised,Individual,Foreign,326
2025-04,Al Khalefeyah Library,Uncategorised,Individual,GCC,17
2025-04,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,Arab,2
2025-04,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,Bahraini,36
2025-04,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,Foreign,85
2025-04,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,GCC,6
2025-04,Arad Fort,Archaeological Sites,Individual,Arab,10
2025-04,Arad Fort,Archaeological Sites,Individual,Bahraini,8
2025-04,Arad Fort,Archaeological Sites,Individual,Foreign,333
2025-04,Arad Fort,Archaeological Sites,Individual,GCC,19
2025-04,Arad Fort,Forts,Individual,Arab,10
2025-04,Arad Fort,Forts,Individual,Bahraini,8
2025-04,Arad Fort,Forts,Individual,Foreign,333
2025-04,Arad Fort,Forts,Individual,GCC,19
2025-04,Art Center,Uncategorised,Individual,Bahraini,509
2025-04,Art Center,Uncategorised,Individual,Foreign,50
2025-04,Bab Al Bahrain Information Center,Uncategorised,Individual,Arab,23
2025-04,Bab Al Bahrain Information Center,Uncategorised,Individual,Bahraini,8
2025-04,Bab Al Bahrain Information Center,Uncategorised,Individual,Foreign,52
2025-04,Badr Gulum and Turabi House,Pearling Path Sites,Groups,Tour Agencies,77
2025-04,Badr Gulum and Turabi House,Pearling Path Sites,Groups,VIP,21
2025-04,Badr Gulum and Turabi House,Pearling Path Sites,Individual,Bahraini,45
2025-04,Badr Gulum and Turabi House,Pearling Path Sites,Individual,Foreign,423
2025-04,Badr Gulum and Turabi House,Pearling Path Sites,Individual,GCC,2
2025-04,Bahrain Fort Site,Archaeological Sites,Educational,Government School,34
2025-04,Bahrain Fort Site,Archaeological Sites,Educational,Private School,92
2025-04,Bahrain Fort Site,Archaeological Sites,Groups,Organized Group,1335
2025-04,Bahrain Fort Site,Archaeological Sites,Groups,Tour Agencies,711
2025-04,Bahrain Fort Site,Archaeological Sites,Groups,VIP,333
2025-04,Bahrain Fort Site,Archaeological Sites,Individual,Arab,3256
2025-04,Bahrain Fort Site,Archaeological Sites,Individual,Bahraini,8091
2025-04,Bahrain Fort Site,Archaeological Sites,Individual,Foreign,17153
2025-04,Bahrain Fort Site,Archaeological Sites,Individual,GCC,3318
2025-04,Bahrain Fort Site,Forts,Educational,Government School,34
2025-04,Bahrain Fort Site,Forts,Educational,Private School,92
2025-04,Bahrain Fort Site,Forts,Groups,Organized Group,1335
2025-04,Bahrain Fort Site,Forts,Groups,Tour Agencies,711
2025-04,Bahrain Fort Site,Forts,Groups,VIP,333
2025-04,Bahrain Fort Site,Forts,Individual,Arab,3256
2025-04,Bahrain Fort Site,Forts,Individual,Bahraini,8091
2025-04,Bahrain Fort Site,Forts,Individual,Foreign,17153
2025-04,Bahrain Fort Site,Forts,Individual,GCC,3318
2025-04,Bahrain National Museum,Museums,Educational,College or University,67
2025-04,Bahrain National Museum,Museums,Educational,Government School,38
